Point_ID,Latitude,Longitude,LST (°C),Elevation,Slope,Aspect,EVI,NDVI,TVI,BSI,NDBaI,NDBSI,NMDI,OSAVI,SAVI,BUI,EBBI,NBI,NBAI,UI,MNDWI,NDWI,Year
164,22.82006,86.34653,35.5,142.0,6.5,298.0,0.53,0.66,71.1,,,,0.04,0.41,0.51,0.17,-0.18,0.18,0.15,0.27,0.16,0.09,2015
165,22.88207,86.29136,35.9,195.0,7.9,41.0,0.37,0.37,83.6,,,,-0.13,0.68,0.37,0.15,0.04,0.03,0.01,-0.16,0.37,0.21,2015
166,22.90286,86.46953,31.0,178.0,7.1,230.0,0.7,0.66,120.0,,,,-0.07,0.51,0.41,0.2,0.25,0.25,-0.25,0.1,0.59,-0.2,2015
167,22.80772,86.46673,32.5,167.0,6.8,330.0,0.32,0.11,107.6,,,,0.03,0.68,0.37,0.29,0.15,-0.24,0.12,0.4,-0.08,-0.14,2015
168,22.74401,86.38535,24.9,187.0,9.2,338.0,0.21,0.26,120.0,,,,-0.14,0.26,0.55,0.12,-0.2,0.13,0.13,0.33,0.55,0.33,2015
169,22.84754,86.34103,25.6,196.0,4.1,148.0,0.19,0.12,110.8,,,,-0.35,0.1,0.56,0.13,-0.05,-0.03,0.19,0.38,0.27,0.29,2015
170,22.78677,86.42757,24.3,175.0,8.8,154.0,0.34,0.28,72.3,,,,-0.12,0.15,0.25,0.17,-0.08,0.12,-0.1,-0.16,0.44,0.65,2015
171,22.87199,86.36816,24.0,195.0,3.8,293.0,0.07,0.41,90.2,,,,-0.23,0.41,0.25,0.05,0.13,0.19,-0.03,0.22,0.02,-0.09,2015
172,22.78838,86.39043,39.9,207.0,7.2,122.0,0.46,0.52,75.5,,,,-0.06,0.12,0.3,0.07,-0.04,0.24,0.04,0.45,0.14,0.65,2015
173,22.86042,86.32945,31.7,184.0,3.7,264.0,0.26,0.75,110.5,,,,0.12,0.41,0.61,0.16,0.3,-0.21,-0.1,0.2,-0.4,0.15,2015
174,22.8528,86.48502,33.9,225.0,5.0,189.0,0.31,0.53,60.0,,,,-0.29,0.36,0.45,0.05,-0.09,0.16,0.09,0.2,0.28,0.65,2015
175,22.79452,86.29562,29.3,189.0,4.2,277.0,0.38,0.18,68.7,,,,-0.21,0.75,0.62,0.35,-0.2,-0.09,-0.24,-0.01,0.17,0.27,2015
176,22.76001,86.5333,29.2,169.0,6.8,77.0,0.64,0.31,120.0,,,,-0.26,0.42,0.47,0.05,-0.03,0.25,-0.02,-0.04,-0.4,-0.33,2015
177,22.80612,86.36437,39.3,181.0,6.9,236.0,0.54,0.58,108.2,,,,-0.34,0.63,0.39,0.13,-0.07,0.12,-0.18,0.38,-0.01,-0.45,2015
178,22.81509,86.33977,35.3,165.0,7.7,276.0,0.23,0.25,97.7,,,,0.13,0.3,0.57,-0.04,0.16,-0.08,0.18,0.1,0.16,0.05,2015
179,22.80394,86.38369,40.7,178.0,3.9,148.0,0.33,0.64,68.2,,,,0.04,0.75,0.72,0.07,0.3,0.22,0.07,0.03,0.38,-0.08,2015
180,22.82284,86.49117,33.1,194.0,5.3,222.0,0.42,0.52,67.1,,,,0.01,0.67,0.26,0.14,0.14,0.01,0.01,-0.08,0.22,0.4,2015
181,22.77754,86.30352,33.7,210.0,4.8,98.0,0.36,0.1,100.0,,,,-0.16,0.36,0.62,-0.02,-0.13,-0.14,-0.25,0.08,0.21,-0.04,2015
182,22.79008,86.32442,27.3,191.0,2.0,131.0,0.36,0.57,105.3,,,,0.25,0.72,0.59,0.19,0.3,-0.22,0.18,0.05,0.16,-0.01,2015
183,22.78826,86.3016,29.6,205.0,2.7,234.0,0.12,0.2,90.6,,,,0.27,0.65,0.75,0.35,0.22,-0.25,0.01,0.39,0.37,0.03,2015
184,22.83103,86.29644,25.4,173.0,6.7,52.0,0.31,0.39,74.3,,,,0.2,0.47,0.32,0.32,0.09,0.15,-0.09,-0.14,0.25,0.3,2015
185,22.79167,86.36568,29.6,216.0,6.5,360.0,0.31,0.42,99.7,,,,0.07,0.45,0.52,0.21,0.04,0.03,-0.06,0.25,0.37,0.64,2015
186,22.82807,86.38008,24.0,184.0,9.3,110.0,0.25,0.75,118.0,,,,-0.18,0.41,0.48,-0.2,0.27,-0.06,-0.07,0.23,0.18,-0.36,2015
187,22.85414,86.3807,33.1,240.0,6.4,90.0,0.43,0.59,76.0,,,,0.25,0.45,0.31,-0.09,0.13,-0.1,0.0,0.4,0.49,0.17,2015
188,22.73211,86.51145,29.2,200.0,5.5,291.0,0.57,0.34,61.8,,,,-0.11,0.51,0.53,0.09,-0.1,0.25,-0.09,-0.12,0.57,-0.4,2015
189,22.82352,86.49013,30.5,197.0,8.6,0.0,0.53,0.56,86.0,,,,-0.02,0.29,0.24,-0.05,0.24,0.11,-0.02,0.03,0.1,0.18,2015
190,22.78934,86.30662,30.2,153.0,5.2,318.0,0.2,0.4,81.3,,,,0.1,0.75,0.48,0.09,0.08,-0.1,0.23,0.33,0.27,0.09,2015
191,22.84238,86.29141,28.8,163.0,7.7,291.0,0.33,0.32,64.8,,,,0.02,0.19,0.36,0.26,-0.16,0.16,-0.08,-0.05,-0.04,-0.02,2015
192,22.79157,86.41138,31.5,162.0,6.6,244.0,0.19,0.49,98.6,,,,0.24,0.12,0.42,0.04,0.3,0.05,0.06,-0.29,-0.16,-0.22,2015
193,22.82853,86.38384,33.5,196.0,4.6,100.0,0.32,0.55,103.7,,,,-0.01,0.46,0.58,0.19,0.05,0.08,0.11,0.08,0.01,0.65,2015
194,22.82046,86.27869,33.3,205.0,5.3,247.0,0.05,0.56,90.9,,,,-0.02,0.55,0.24,0.05,0.03,0.08,-0.01,0.1,-0.07,-0.04,2015
195,22.66264,86.40913,30.4,158.0,8.1,360.0,0.39,0.49,90.7,,,,-0.03,0.48,0.31,0.19,0.2,-0.18,-0.25,0.39,-0.02,-0.16,2015
196,22.8171,86.44202,30.6,155.0,7.5,0.0,0.54,0.71,91.9,,,,0.01,0.49,0.53,-0.2,-0.16,-0.25,-0.08,0.0,-0.4,-0.14,2015
197,22.90291,86.51158,41.7,179.0,5.1,63.0,0.7,0.4,91.9,,,,-0.35,0.53,0.4,-0.15,0.21,-0.18,0.13,0.04,0.6,-0.22,2015
198,22.84656,86.41104,29.2,176.0,6.2,192.0,0.52,0.26,60.0,,,,0.02,0.51,0.45,-0.05,0.24,-0.05,-0.13,0.08,0.08,0.45,2015
199,22.82983,86.39979,24.0,172.0,6.0,0.0,0.31,0.15,111.2,,,,-0.09,0.46,0.46,0.09,0.2,0.25,-0.14,0.05,0.6,-0.05,2015
200,22.83098,86.49762,39.0,209.0,4.6,90.0,0.37,0.42,120.0,,,,0.09,0.75,0.57,0.2,-0.07,0.03,-0.25,-0.14,0.6,-0.45,2015
201,22.78429,86.27627,24.7,185.0,4.2,59.0,0.41,0.34,90.6,,,,0.06,0.39,0.71,0.26,0.01,0.25,0.16,0.18,0.4,0.24,2015
202,22.7491,86.39771,35.9,209.0,5.3,360.0,0.24,0.39,102.1,,,,-0.06,0.5,0.38,-0.17,0.18,0.25,0.17,0.05,-0.05,-0.37,2015
203,22.76337,86.36079,29.2,154.0,5.7,52.0,0.24,0.1,72.6,,,,-0.35,0.39,0.52,-0.02,-0.17,-0.03,-0.08,-0.11,0.28,0.08,2015
204,22.83041,86.40299,27.1,240.0,4.2,196.0,0.28,0.25,116.7,,,,0.04,0.57,0.55,0.07,-0.1,0.02,0.05,0.19,0.31,0.06,2015
205,22.90641,86.40018,28.2,196.0,4.3,227.0,0.45,0.59,89.3,,,,0.33,0.59,0.52,0.06,-0.09,0.12,0.2,0.18,0.22,0.02,2015
206,22.81714,86.40023,24.2,184.0,8.0,27.0,0.41,0.74,86.9,,,,-0.12,0.75,0.67,-0.18,-0.09,0.08,0.19,-0.3,-0.25,-0.29,2015
207,22.83015,86.30133,40.2,194.0,6.7,310.0,0.36,0.73,94.0,,,,0.09,0.42,0.37,0.11,-0.06,0.03,0.03,-0.24,-0.12,-0.13,2015
208,22.81156,86.30442,32.0,235.0,4.9,64.0,0.7,0.29,97.8,,,,0.16,0.32,0.52,-0.01,-0.07,0.25,-0.16,-0.07,-0.15,0.05,2015
209,22.74855,86.46118,27.7,221.0,2.5,183.0,0.23,0.31,120.0,,,,0.4,0.1,0.19,0.07,-0.2,0.03,0.1,-0.22,0.21,0.11,2015
210,22.71983,86.32165,33.6,161.0,6.7,245.0,0.31,0.18,100.5,,,,0.01,0.56,0.29,0.21,0.05,0.07,0.04,0.34,-0.11,-0.14,2015
211,22.78976,86.39826,31.9,163.0,2.8,360.0,0.39,0.3,82.2,,,,-0.14,0.68,0.36,0.2,0.25,0.04,0.01,-0.25,-0.34,0.18,2015
212,22.78559,86.41003,30.8,207.0,6.7,136.0,0.43,0.38,91.1,,,,0.16,0.59,0.5,0.35,-0.11,0.07,-0.04,0.01,-0.17,0.01,2015
213,22.79325,86.35639,24.0,221.0,4.6,0.0,0.35,0.64,120.0,,,,0.15,0.75,0.42,-0.05,-0.02,0.25,-0.07,0.37,0.16,0.28,2015
214,22.80672,86.44252,28.7,196.0,4.5,209.0,0.24,0.25,120.0,,,,-0.07,0.41,0.15,0.05,-0.1,-0.07,-0.18,0.05,-0.22,0.04,2015
215,22.8501,86.32601,28.9,208.0,7.4,217.0,0.21,0.35,120.0,,,,0.29,0.38,0.67,-0.06,-0.07,0.11,0.25,0.28,-0.22,-0.21,2015
216,22.74965,86.46206,35.7,231.0,3.8,82.0,0.32,0.27,97.5,,,,-0.01,0.73,0.16,0.05,0.03,0.12,0.09,-0.21,0.26,0.3,2015
217,22.79805,86.43202,24.0,206.0,6.0,68.0,0.57,0.53,60.0,,,,-0.15,0.53,0.51,0.18,-0.04,-0.11,0.09,-0.3,0.13,-0.16,2015
218,22.78705,86.22627,29.5,218.0,3.5,318.0,0.26,0.51,106.0,,,,0.25,0.25,0.43,-0.14,-0.01,0.25,-0.01,-0.3,-0.4,0.1,2015
219,22.88641,86.3981,24.0,228.0,4.4,111.0,0.16,0.55,64.0,,,,-0.35,0.28,0.46,0.1,0.18,-0.08,-0.25,-0.08,0.23,-0.01,2015
220,22.83991,86.34577,29.3,197.0,4.9,360.0,0.2,0.35,71.6,,,,0.12,0.53,0.51,0.24,0.3,0.23,-0.14,-0.01,0.07,0.18,2015
221,22.82566,86.36103,34.5,181.0,7.0,104.0,0.42,0.48,72.1,,,,0.2,0.46,0.45,-0.2,-0.09,-0.05,0.12,-0.14,0.09,0.08,2015
222,22.7554,86.28763,31.6,197.0,9.0,181.0,0.46,0.52,60.0,,,,-0.18,0.42,0.21,-0.1,0.3,0.25,0.1,0.08,-0.09,0.31,2015
223,22.80231,86.32847,24.5,200.0,5.6,43.0,0.38,0.68,103.4,,,,-0.28,0.41,0.48,-0.2,0.14,-0.08,-0.05,-0.21,0.0,0.04,2015
224,22.81518,86.36992,30.3,234.0,4.7,266.0,0.31,0.52,72.9,,,,-0.18,0.34,0.37,-0.11,0.07,0.25,-0.22,0.13,0.49,-0.22,2015
225,22.83331,86.36978,36.9,198.0,2.4,242.0,0.2,0.6,86.3,,,,-0.25,0.29,0.4,0.24,-0.14,-0.08,-0.2,0.3,0.31,-0.3,2015
226,22.76703,86.3152,30.3,187.0,9.1,172.0,0.45,0.49,60.0,,,,0.11,0.29,0.2,0.11,-0.17,-0.25,0.04,0.33,0.2,0.19,2015
227,22.78514,86.45899,32.6,204.0,2.8,109.0,0.53,0.31,119.8,,,,0.18,0.3,0.85,-0.12,0.07,-0.01,0.07,-0.3,-0.4,-0.25,2015
228,22.79037,86.38077,27.1,178.0,10.0,96.0,0.51,0.75,90.4,,,,0.08,0.5,0.57,-0.2,0.27,-0.03,-0.18,-0.3,-0.4,0.35,2015
229,22.85734,86.31975,27.7,166.0,4.6,202.0,0.41,0.38,65.3,,,,-0.06,0.69,0.17,0.08,-0.2,0.01,0.09,0.12,-0.4,-0.31,2015
230,22.79975,86.30856,30.8,163.0,5.8,288.0,0.07,0.44,63.9,,,,-0.14,0.25,0.26,-0.03,0.07,0.25,-0.14,0.11,0.44,-0.31,2015
231,22.81693,86.39448,32.7,208.0,7.6,77.0,0.33,0.52,60.0,,,,-0.21,0.33,0.61,0.19,-0.06,0.25,-0.07,-0.07,-0.15,-0.19,2015
232,22.8376,86.31666,29.7,200.0,3.7,73.0,0.44,0.54,89.1,,,,0.36,0.56,0.44,-0.2,0.06,-0.14,-0.14,-0.14,-0.17,-0.31,2015
233,22.72347,86.39671,33.4,196.0,6.2,81.0,0.49,0.46,71.0,,,,-0.33,0.53,0.38,0.1,-0.11,0.25,-0.25,-0.3,-0.06,0.19,2015
234,22.90777,86.43814,41.3,209.0,5.0,173.0,0.43,0.24,60.0,,,,0.09,0.49,0.57,0.35,0.11,-0.25,0.22,0.34,-0.26,0.38,2015
235,22.84638,86.36583,24.0,185.0,5.1,125.0,0.25,0.44,120.0,,,,-0.22,0.41,0.56,0.1,0.3,-0.0,0.08,0.01,-0.09,0.41,2015
236,22.90352,86.44588,30.1,181.0,6.8,0.0,0.52,0.52,120.0,,,,0.1,0.1,0.23,0.2,-0.07,0.17,-0.19,0.14,0.6,0.56,2015
237,22.71899,86.42492,30.1,199.0,5.2,114.0,0.41,0.56,109.9,,,,-0.03,0.31,0.53,0.11,0.06,0.14,0.02,-0.3,-0.02,-0.05,2015
238,22.82934,86.47459,36.0,222.0,5.4,0.0,0.36,0.62,60.0,,,,-0.34,0.31,0.15,0.17,0.19,0.15,-0.25,0.32,-0.01,-0.11,2015
239,22.77967,86.33057,27.5,192.0,6.4,197.0,0.46,0.73,99.6,,,,0.0,0.58,0.52,0.16,-0.2,0.2,0.08,0.09,-0.03,-0.05,2015
240,22.77194,86.46802,38.8,189.0,8.8,88.0,0.27,0.56,110.5,,,,0.03,0.26,0.85,0.33,-0.03,-0.16,0.08,0.22,-0.34,-0.01,2015
241,22.76336,86.31505,25.8,163.0,4.4,338.0,0.56,0.1,107.5,,,,-0.14,0.38,0.61,-0.09,0.12,0.19,-0.18,-0.08,0.22,-0.09,2015
242,22.81575,86.24854,37.2,165.0,7.1,180.0,0.7,0.14,66.7,,,,0.17,0.41,0.5,0.05,0.05,0.25,0.12,-0.3,0.52,0.07,2015
243,22.82488,86.30645,33.9,231.0,6.8,0.0,0.21,0.38,120.0,,,,-0.3,0.75,0.19,-0.06,0.18,0.25,-0.22,0.11,-0.23,0.17,2015
244,22.85756,86.33906,29.7,200.0,1.0,0.0,0.53,0.38,60.0,,,,-0.35,0.72,0.45,0.17,0.14,-0.24,0.19,0.27,0.13,-0.43,2015
245,22.85861,86.45425,31.5,226.0,5.3,116.0,0.21,0.22,91.4,,,,0.07,0.43,0.15,0.15,0.0,0.09,0.25,0.08,0.24,0.2,2015
246,22.79615,86.42187,34.3,192.0,3.4,204.0,0.41,0.13,87.5,,,,0.07,0.52,0.15,0.29,0.24,-0.11,0.18,-0.3,0.6,0.65,2015
247,22.81545,86.36834,27.6,192.0,7.4,207.0,0.29,0.37,120.0,,,,-0.19,0.1,0.34,0.35,-0.2,0.14,-0.14,-0.07,-0.23,0.23,2015
248,22.78345,86.33263,30.9,216.0,5.8,37.0,0.42,0.1,120.0,,,,0.26,0.75,0.46,-0.1,-0.1,0.01,0.04,-0.17,0.15,0.16,2015
249,22.87777,86.34139,27.9,162.0,7.9,140.0,0.4,0.37,114.3,,,,-0.22,0.74,0.64,0.17,-0.2,-0.07,0.17,-0.03,0.08,0.26,2015
250,22.69544,86.38143,29.7,210.0,5.7,244.0,0.69,0.42,86.1,,,,-0.14,0.32,0.45,0.32,-0.01,0.05,0.08,-0.3,0.36,-0.45,2015
251,22.80393,86.42923,24.0,165.0,5.6,74.0,0.34,0.18,94.7,,,,-0.2,0.15,0.6,0.34,0.0,-0.05,0.03,0.04,0.49,0.21,2015
252,22.98564,86.3037,26.8,204.0,5.1,201.0,0.12,0.33,89.0,,,,0.01,0.16,0.61,-0.07,-0.2,0.25,0.08,0.32,0.16,0.23,2015
253,22.76058,86.46062,29.5,212.0,8.8,330.0,0.29,0.38,120.0,,,,-0.01,0.65,0.45,0.29,-0.09,0.19,-0.11,-0.16,0.12,0.16,2015
254,22.74736,86.47411,31.4,169.0,4.9,59.0,0.59,0.26,112.5,,,,0.2,0.29,0.63,0.07,-0.13,0.25,-0.03,0.45,0.13,-0.13,2015
255,22.79277,86.22886,32.1,240.0,1.8,47.0,0.27,0.11,72.9,,,,0.0,0.5,0.35,-0.2,-0.15,0.0,0.2,-0.06,0.42,-0.45,2015
256,22.8485,86.31953,35.6,151.0,2.1,272.0,0.19,0.38,96.0,,,,0.29,0.52,0.85,-0.2,0.24,0.02,0.09,0.01,-0.16,0.65,2015
257,22.84255,86.38551,28.6,224.0,7.5,0.0,0.32,0.42,79.1,,,,-0.13,0.33,0.18,-0.03,-0.13,-0.25,-0.03,-0.22,-0.24,0.21,2015
258,22.83726,86.39799,30.5,183.0,4.0,148.0,0.25,0.18,64.0,,,,-0.05,0.51,0.6,0.16,0.01,-0.25,0.05,0.26,0.28,0.44,2015
259,22.89528,86.38579,37.7,146.0,3.9,263.0,0.43,0.16,100.3,,,,-0.08,0.49,0.27,0.26,0.22,0.25,0.11,-0.12,0.03,0.22,2015
260,22.87003,86.46571,42.0,140.0,4.6,245.0,0.7,0.75,120.0,,,,-0.11,0.67,0.44,-0.19,-0.05,-0.1,-0.22,-0.3,0.16,-0.38,2015
261,22.80928,86.36155,36.4,203.0,6.2,160.0,0.58,0.24,117.5,,,,0.22,0.59,0.28,0.1,0.08,0.11,-0.11,-0.21,0.6,0.28,2015
262,22.72864,86.34363,32.0,194.0,3.8,24.0,0.4,0.45,72.2,,,,-0.1,0.36,0.28,0.28,0.13,0.11,-0.2,0.15,0.5,-0.1,2015
263,22.79481,86.33784,33.9,211.0,3.9,171.0,0.48,0.47,82.8,,,,0.07,0.64,0.29,0.35,0.22,0.25,-0.01,-0.11,0.18,-0.13,2015
264,22.80139,86.41466,30.1,169.0,3.8,145.0,0.42,0.13,68.4,,,,-0.11,0.51,0.45,0.16,-0.2,0.25,-0.06,0.21,0.6,0.3,2015
265,22.77083,86.35993,34.1,197.0,6.3,280.0,0.62,0.3,82.1,,,,-0.26,0.38,0.18,0.24,0.1,0.04,0.0,0.26,0.25,-0.25,2015
266,22.87093,86.43024,40.4,167.0,8.2,360.0,0.26,0.68,84.3,,,,-0.11,0.54,0.54,0.15,0.3,0.13,0.02,0.07,0.4,0.38,2015
267,22.79288,86.29559,26.8,183.0,5.1,191.0,0.41,0.61,79.1,,,,-0.03,0.53,0.41,-0.14,0.12,0.07,0.08,0.43,0.01,-0.07,2015
268,22.95686,86.4144,32.5,204.0,7.2,265.0,0.05,0.71,103.9,,,,-0.07,0.65,0.39,0.34,0.19,-0.25,0.02,0.37,0.31,0.07,2015
269,22.82542,86.16361,29.7,211.0,1.0,154.0,0.56,0.1,67.5,,,,0.3,0.57,0.65,-0.2,0.19,0.25,0.06,0.45,0.07,0.65,2015
270,22.82087,86.40707,26.6,188.0,10.0,180.0,0.28,0.16,91.1,,,,0.37,0.47,0.29,0.28,0.2,0.01,0.06,0.45,0.18,-0.45,2015
271,22.72137,86.27483,37.5,189.0,3.7,198.0,0.05,0.69,88.0,,,,0.18,0.15,0.24,0.1,-0.2,-0.18,0.24,-0.3,0.22,-0.02,2015
272,22.77051,86.5465,28.3,166.0,3.5,17.0,0.24,0.56,85.0,,,,-0.09,0.29,0.73,-0.0,0.2,-0.03,0.21,0.2,-0.04,0.46,2015
273,22.80138,86.51281,32.3,151.0,4.6,118.0,0.29,0.61,84.3,,,,0.1,0.47,0.58,-0.02,0.29,0.2,-0.25,0.45,-0.11,0.14,2015
274,22.76317,86.25894,24.5,184.0,8.0,86.0,0.32,0.1,69.1,,,,-0.12,0.46,0.85,0.26,-0.2,0.25,-0.07,0.26,0.03,-0.01,2015
275,22.84338,86.36111,24.8,201.0,7.1,201.0,0.26,0.4,120.0,,,,0.11,0.17,0.35,-0.05,0.0,0.05,-0.05,-0.18,0.13,0.28,2015
276,22.76059,86.21042,26.2,183.0,1.5,231.0,0.41,0.61,77.9,,,,-0.16,0.34,0.76,0.15,-0.2,0.03,-0.1,-0.09,-0.16,0.11,2015
277,22.85396,86.40788,31.2,195.0,4.9,106.0,0.13,0.14,94.2,,,,-0.35,0.43,0.56,0.35,0.1,0.05,-0.08,0.03,-0.11,0.13,2015
278,22.80437,86.25761,26.3,157.0,7.4,257.0,0.61,0.25,112.2,,,,-0.04,0.31,0.56,0.29,0.16,0.03,0.12,-0.13,0.12,-0.02,2015
279,22.77319,86.30145,29.0,213.0,4.7,177.0,0.31,0.44,69.2,,,,0.2,0.48,0.56,0.2,-0.05,0.22,0.06,-0.05,0.33,-0.3,2015
280,22.80155,86.49191,32.1,192.0,8.9,240.0,0.39,0.26,82.8,,,,0.25,0.24,0.53,0.34,0.01,-0.22,0.25,-0.1,-0.2,-0.15,2015
281,22.82222,86.4412,34.4,203.0,9.4,284.0,0.37,0.61,93.8,,,,-0.11,0.41,0.69,0.35,-0.02,0.15,-0.25,0.12,-0.06,-0.45,2015
282,22.73404,86.38191,36.1,183.0,5.5,0.0,0.44,0.43,105.3,,,,0.09,0.69,0.28,-0.18,-0.05,0.06,-0.25,0.06,-0.36,-0.15,2015
283,22.76186,86.33719,36.4,207.0,4.6,185.0,0.35,0.46,120.0,,,,-0.01,0.73,0.19,0.2,0.03,0.06,-0.08,-0.3,-0.24,-0.12,2015
284,22.80336,86.41274,31.3,153.0,7.7,125.0,0.28,0.51,99.8,,,,-0.25,0.57,0.66,0.33,-0.2,-0.06,0.25,0.44,0.13,0.22,2015
285,22.75139,86.35718,28.4,160.0,5.6,246.0,0.64,0.64,109.8,,,,0.02,0.49,0.38,0.18,0.09,-0.19,0.01,-0.3,0.5,0.0,2015
286,22.77596,86.30918,26.8,195.0,5.9,12.0,0.41,0.57,120.0,,,,-0.25,0.45,0.74,-0.2,0.28,0.22,-0.1,0.15,0.55,0.02,2015
287,22.7993,86.3657,37.7,198.0,1.0,170.0,0.37,0.26,102.8,,,,0.14,0.37,0.61,-0.14,-0.06,-0.25,-0.04,0.02,0.23,-0.28,2015
288,22.83563,86.3752,25.6,224.0,5.5,184.0,0.34,0.41,80.2,,,,-0.3,0.48,0.58,-0.05,0.27,-0.25,-0.18,-0.3,0.54,0.6,2015
289,22.80158,86.44983,31.6,207.0,4.8,204.0,0.35,0.73,120.0,,,,-0.03,0.65,0.85,0.11,0.14,0.13,-0.14,0.07,0.47,0.18,2015
290,22.79793,86.36133,29.0,204.0,3.8,225.0,0.53,0.61,85.8,,,,0.02,0.33,0.55,0.04,0.05,-0.17,-0.17,-0.15,-0.4,0.46,2015
291,22.82591,86.40645,36.5,191.0,3.3,208.0,0.35,0.29,101.9,,,,-0.15,0.57,0.56,0.35,-0.1,0.19,-0.04,-0.22,-0.24,0.46,2015
292,22.85504,86.36743,32.6,190.0,5.0,230.0,0.15,0.26,83.4,,,,0.26,0.64,0.73,0.28,0.19,0.25,-0.1,0.33,-0.06,-0.01,2015
293,22.82541,86.34189,26.3,196.0,7.1,36.0,0.29,0.75,60.0,,,,-0.17,0.51,0.42,0.01,0.28,0.1,-0.15,-0.13,0.1,-0.09,2015
294,22.87928,86.34487,24.0,210.0,5.5,133.0,0.19,0.35,94.8,,,,-0.15,0.55,0.28,0.23,-0.2,0.05,0.04,0.37,-0.09,0.05,2015
295,22.8483,86.53038,29.0,220.0,3.8,294.0,0.1,0.67,116.6,,,,0.24,0.45,0.82,0.21,0.03,0.25,0.04,0.09,0.17,0.32,2015
296,22.93039,86.43782,27.7,167.0,4.3,70.0,0.44,0.51,100.3,,,,-0.24,0.54,0.43,-0.1,-0.2,-0.23,-0.05,0.2,0.32,0.0,2015
297,22.75606,86.30828,24.0,144.0,6.0,255.0,0.27,0.65,102.9,,,,-0.18,0.38,0.44,0.09,0.04,-0.25,0.14,-0.02,0.48,-0.45,2015
298,22.83953,86.49326,27.6,177.0,4.8,69.0,0.38,0.18,94.1,,,,0.03,0.38,0.15,0.21,0.3,0.12,0.02,0.22,0.6,0.03,2015
299,22.8262,86.45317,32.3,163.0,4.3,161.0,0.19,0.54,89.8,,,,0.11,0.14,0.15,-0.09,-0.19,0.05,0.22,-0.3,0.13,-0.09,2015
300,22.92481,86.44978,26.4,191.0,5.1,60.0,0.29,0.65,100.4,,,,0.05,0.45,0.26,0.11,-0.13,-0.02,0.03,0.12,-0.09,0.53,2015
301,22.77928,86.37459,39.9,184.0,3.8,283.0,0.14,0.6,108.3,,,,-0.09,0.61,0.27,0.16,0.21,-0.13,0.06,0.42,-0.13,-0.45,2015
302,22.81178,86.36782,38.3,202.0,4.9,142.0,0.62,0.5,71.2,,,,-0.08,0.49,0.81,0.02,0.3,0.02,0.11,-0.04,0.2,-0.36,2015
303,22.7997,86.38062,30.1,212.0,8.7,0.0,0.37,0.44,69.0,,,,0.04,0.49,0.53,0.07,0.16,0.11,0.09,0.21,-0.4,0.07,2015
304,22.8743,86.37599,36.6,206.0,8.6,116.0,0.42,0.17,85.2,,,,-0.13,0.1,0.31,0.08,0.26,0.25,-0.02,0.35,0.6,-0.07,2015
305,22.8039,86.31943,35.9,221.0,3.7,70.0,0.48,0.42,98.7,,,,-0.09,0.54,0.35,-0.05,-0.2,-0.06,-0.14,-0.15,-0.24,-0.24,2015
306,22.8159,86.28792,26.0,166.0,5.6,272.0,0.48,0.73,94.1,,,,-0.35,0.43,0.28,0.15,0.18,-0.13,-0.02,0.29,-0.14,0.22,2015
307,22.79608,86.29516,30.1,167.0,4.5,216.0,0.17,0.52,67.0,,,,-0.33,0.41,0.31,0.23,0.29,-0.25,-0.25,0.45,0.15,-0.41,2015
308,22.79121,86.27718,24.0,184.0,8.4,233.0,0.6,0.57,106.9,,,,-0.16,0.62,0.38,0.09,0.24,0.24,0.11,-0.3,-0.04,0.43,2015
309,22.76021,86.33174,25.2,141.0,7.8,128.0,0.42,0.52,120.0,,,,-0.12,0.59,0.6,0.26,-0.03,0.25,-0.17,0.27,0.27,0.22,2015
310,22.77625,86.29685,28.9,210.0,4.1,182.0,0.48,0.53,74.4,,,,0.33,0.35,0.15,0.2,0.23,-0.25,0.25,-0.3,0.41,0.12,2015
311,22.802,86.3112,30.1,154.0,6.6,269.0,0.37,0.37,90.1,,,,0.06,0.17,0.15,-0.2,0.3,-0.07,-0.25,-0.03,0.09,0.16,2015
312,22.71862,86.29515,32.6,180.0,4.5,86.0,0.29,0.5,120.0,,,,-0.08,0.38,0.68,0.02,-0.08,0.17,0.16,-0.28,-0.28,0.65,2015
313,22.78524,86.37688,39.1,161.0,4.9,110.0,0.26,0.3,117.9,,,,-0.01,0.55,0.35,0.17,-0.09,-0.25,0.08,-0.19,0.05,0.02,2015
314,22.8518,86.34672,29.8,194.0,6.5,195.0,0.43,0.63,69.2,,,,0.37,0.48,0.28,0.21,0.1,0.25,0.18,0.16,0.37,-0.26,2015
315,22.7977,86.46615,36.6,172.0,6.2,329.0,0.16,0.6,89.6,,,,-0.03,0.75,0.82,-0.08,-0.02,0.22,-0.24,-0.02,0.38,0.53,2015
316,22.81922,86.33631,31.1,240.0,8.0,168.0,0.16,0.75,120.0,,,,0.04,0.75,0.16,0.02,0.21,0.11,0.03,0.07,0.05,0.07,2015
317,22.84717,86.34226,38.6,228.0,9.0,227.0,0.46,0.53,71.6,,,,-0.25,0.66,0.65,0.09,0.3,0.03,-0.06,-0.01,-0.08,0.35,2015
318,22.76534,86.46068,26.5,202.0,6.3,159.0,0.5,0.43,115.7,,,,-0.02,0.3,0.2,0.05,-0.07,0.23,-0.01,-0.22,-0.14,-0.45,2015
